"","Year","Month returned from trip","Sydney","Central Coast","Hunter","North Coast NSW","South Coast","Snowy Mountains","Capital Country","The Murray","Riverina","Central NSW","New England North West","Outback NSW","Blue Mountains","Canberra","Melbourne","Peninsula","Geelong and the Bellarine","Western Grampians","Lakes","Gippsland","Phillip Island","Central Murray","Goulburn","High Country","Melbourne East","Upper Yarra","Murray East","Wimmera_Mallee","Great Ocean Road","Bendigo Loddon","Spa Country","Ballarat","Central Highlands","Macedon","Gold Coast","Brisbane","Sunshine Coast","Central Queensland","Bundaberg","Fraser Coast","Mackay","Whitsundays","Northern","Tropical North Queensland","Darling Downs","Outback","Adelaide","Barossa","Adelaide Hills","Limestone Coast","Fleurieu Peninsula","Kangaroo Island","Murraylands","Riverland","Clare Valley","Flinders Ranges and Outback","Eyre Peninsula","Yorke Peninsula","Experience Perth","Australia's Coral Coast","Australia's South West","Australia's North West","Australia's Golden Outback","Hobart and the South","East Coast","Launceston, Tamar and the North","North West","Wilderness West","Darwin","Kakadu Arnhem","Katherine Daly","Barkly","Lasseter","Alice Springs","MacDonnell"
"181",2013,"January",614.9843588,197.3568888,247.144143,649.6858783,581.0297927,80.2700349,130.9397652,122.7144719,60.3543506,147.7445019,138.2658932,19.7863994,58.6341776,179.1737078,597.1031809,240.3783667,163.0999729,21.0681404,121.8240341,155.2300911,136.1563877,43.3847187,57.427814,129.4154815,46.6087247,38.1421612,7.3365397,95.4335361,279.9066433,73.289715,11.0635717,52.5123222,31.42042,11.7894742,485.6696107,559.6792412,311.0638887,137.6432054,49.8600861,50.4163692,43.6262686,25.4140522,68.7838135,139.1134549,134.3435058,15.2882231,186.9519262,8.5176838,14.7815143,36.2254234,163.1076386,1.6605237,56.3882025,34.0148496,12.1636945,33.7252535,12.1812021,75.6540799,290.0186246,77.2439577,275.0257096,28.6562961,52.6184822,172.6454217,61.9778019,140.523702,62.7918916,20.1967427,18.8688899,3.3634995,2.2379671,3.0294228,3.5319034,9.6315473,0
"182",NA,"February",544.0481821,90.3035178,193.7228865,265.6077029,198.2136948,30.0112302,99.4114257,63.5766083,44.919987,81.2183876,97.1944195,1.3766894,63.740551,175.8450257,416.2659182,141.6797467,81.4931165,8.0091969,65.1012818,72.5312944,37.4753683,63.8937749,28.124636,44.5965381,34.626744,19.5063251,9.9355591,29.9751984,114.821045,21.2151965,15.0853478,28.2126871,26.9456294,11.1676593,235.6208505,399.8392862,176.859164,70.5678894,26.4983417,15.8773893,62.5070318,32.7068576,35.1459742,68.5180449,110.8827166,36.1004138,120.2235084,17.3806311,4.607401,35.3622073,51.867224,2.534072,26.9265575,8.545117,8.5513176,9.3419925,15.7237641,35.6064926,238.2469614,41.7523141,158.2792204,30.2293554,37.5864153,108.640125,27.0664444,47.3777725,35.7240005,19.9808832,15.0127005,2.1009513,3.5572171,4.5195302,2.1193796,3.7078101,2.3550728
"183",NA,"March",644.5229345,90.5057867,277.0098623,310.1309533,278.9897437,50.4530682,89.0980709,50.987403,93.4000692,141.4138275,93.759903,24.8102458,73.2370189,171.0207961,623.5326342,130.838302,70.5001492,32.3721022,64.8409663,98.5812342,72.495782,61.7101768,40.8388013,83.3467421,30.3152404,15.6836693,2.7212513,60.446764,193.3150661,84.0158685,12.4531536,47.3158222,28.1903728,8.7666357,244.4854527,426.758422,202.9479954,86.4619955,28.6062072,32.6211055,51.5535479,22.4170965,86.4728979,116.7954762,150.6339834,31.3971898,199.1702995,8.7150402,24.8928874,37.2750359,57.4760059,6.7415006,28.3381078,31.6526694,20.8712294,26.4924274,21.4744206,43.105798,289.7252776,52.139277,148.037758,26.6417609,67.124192,98.8374428,36.8774321,65.5650431,46.0724664,12.9523414,33.4553896,13.9693786,2.6256398,3.627973,9.1660539,7.2866933,5.344627
"184",NA,"April",667.8204182,168.496967,287.9317698,374.2525103,333.3387599,56.4175429,71.7525772,126.1655146,116.5370217,294.134555,105.8756888,59.6431673,79.6424441,151.8409168,743.2346755,78.69705,106.2619189,28.0434263,62.1805756,77.6590837,61.2208723,80.4143467,62.5753494,120.9263685,45.4120203,22.2365325,5.2136742,81.6347144,151.690725,82.7648786,23.2626841,53.2754236,25.4530321,28.9376953,372.6360214,371.0393643,240.7265289,119.6621031,64.0466166,70.5222813,32.8265531,45.5909979,93.2392608,156.9253423,142.9190495,55.9384497,175.2722401,30.6685023,15.6110395,57.460216,75.6517049,12.3542955,27.8704012,34.2093933,10.6374194,76.621789,42.6922161,68.6793451,295.2598557,76.8596278,203.0030548,55.8661308,89.2546997,115.8199462,28.5117932,67.0175987,40.474256,17.9982759,41.9629414,8.173278,9.0794663,5.5315818,7.664735,10.0727183,3.9018296
"185",NA,"May",742.083383,69.2000428,202.0951132,298.6531575,172.8568456,23.9017618,69.528979,101.2392677,81.308664,146.3381039,88.6619374,24.7500636,51.2351844,141.3434016,567.0966411,52.9263813,37.413625,32.4316618,42.7006945,74.4066389,60.0816611,76.037651,41.8838902,98.8885833,39.9657948,10.1086047,1.9006714,62.1989384,97.415813,51.8344585,25.5146059,28.3775848,37.5902139,5.3194553,188.9260579,421.871082,181.9024471,86.1667755,33.5532472,32.8964801,72.4404286,38.4238267,79.8236151,152.2213926,124.8065403,60.8822284,144.5592771,22.730754,18.3126887,39.9779382,37.4926942,16.104385,18.1937462,35.7406845,11.2397677,39.3096593,18.2144866,24.8783687,275.7869526,55.9170519,203.1256594,63.0507114,65.9228459,94.4248408,14.9725885,59.1418662,35.042826,16.0887594,41.2037157,13.4293379,22.2437475,6.2545878,19.6881816,12.7032347,10.040982
"186",NA,"June",685.3152219,113.9812352,192.1776848,266.2401692,189.9485059,49.9730533,70.2642968,47.9790731,79.3846827,127.0798493,83.5391594,20.3948855,53.257651,184.1445198,506.2845595,78.3906452,54.7202839,19.5865779,32.5772975,87.4498356,67.6528357,31.7617069,29.7667799,80.3863675,21.5199655,15.8284785,2.3547158,78.9451662,106.329173,76.7323453,19.5522648,41.2079306,31.0553509,15.3575848,267.9773259,363.1670031,167.2225778,88.0778874,32.5992171,25.9772093,79.190718,41.6477511,52.1735028,130.224079,144.552792,50.1100831,178.7751965,15.6966636,15.6088579,38.6661091,34.6224123,5.8645721,16.1438529,27.9388738,10.7533757,33.0217555,30.1530323,35.4027932,256.6725245,36.6650664,135.5431828,45.1031908,43.0796619,76.6882829,14.5273568,45.194601,29.6289171,5.1069773,45.8840362,10.1657137,13.552358,4.4756172,24.4848648,20.2386255,5.0621981
"187",NA,"July",721.4540613,82.4781252,264.7921608,352.0592441,201.5693014,133.5267902,104.7941725,49.3337323,82.2941885,130.2023903,104.7399236,44.4066446,78.9597176,183.1169471,647.1405922,53.5280138,50.9766121,20.6376472,46.2728862,73.8750351,27.3994008,40.374461,27.119429,74.4825834,31.6623844,6.8775367,7.6824634,47.05011,135.3412046,89.7613481,23.5320077,41.7072394,21.9144566,11.3050485,343.3080771,459.1814493,153.3941028,89.6847215,55.0587777,68.9849172,59.0639806,56.6917293,101.6620246,146.4193289,201.3235861,38.4165764,198.9776789,11.4627071,8.7065398,24.2874618,45.8525231,1.264492,14.0459946,24.3275548,19.8346766,28.3545304,16.3091327,41.0539712,242.4693126,67.1980906,155.6553034,68.7087668,45.177198,63.0767505,15.2403942,34.1628065,36.4129682,4.0988907,63.6384066,18.5938381,13.9814954,9.2911021,9.9725473,20.7889146,9.679075
"188",NA,"August",711.6370312,62.4685105,208.7143585,292.425711,257.9530589,91.6161022,65.7637291,65.2856701,75.395127,135.8516935,93.257228,17.7175213,67.9816065,164.1023953,604.2846068,69.9456581,47.5807743,19.4623271,20.2782013,32.9297771,27.0174443,35.3462618,35.9881313,81.0325567,40.8990915,5.3144885,2.7662535,58.3764439,62.5114436,50.5428138,16.2732769,32.0297978,24.7257578,8.0338027,217.2548645,388.135795,210.6319711,89.6004365,59.4474257,42.7683198,75.9833669,53.7764174,126.7068182,189.6610991,124.7092577,61.2329441,163.5278935,7.3686742,7.2157944,20.4617568,28.303071,6.6475915,23.544491,13.7878501,6.9277932,38.3762846,26.764783,30.2544187,275.5356046,42.3912947,110.29909,65.1235348,43.9708187,66.5600785,15.7676002,34.4190255,23.2915538,7.2069115,59.2161619,16.2187817,22.0980703,11.3602262,12.4387482,23.4435474,9.0521213
"189",NA,"September",741.0290492,113.0544497,225.3241703,391.775199,211.8147739,71.4971006,97.1876282,68.0568868,69.389178,151.8230909,119.8228418,63.087414,51.8793762,168.0109962,578.4115658,109.8100729,73.2926962,18.7302009,47.2564764,49.4368028,62.9334769,89.7986869,39.6708482,80.8463686,46.5692431,9.8079368,7.1680826,50.6587569,98.5740571,49.3940167,26.3598349,21.4609761,24.7472897,26.5503994,274.7053468,383.5042178,226.3618818,84.8041966,47.848709,48.9542904,42.8164512,48.2776864,106.9517704,136.1536787,171.7804409,54.1342085,224.3101497,18.7816666,7.6562085,20.6832515,41.1818161,8.9705042,13.8982599,16.1625583,16.0733868,48.6680596,30.6369429,32.3752658,225.7957546,70.5792014,149.0356938,90.4315956,78.6323055,52.4304899,22.8037698,37.6293662,29.3357756,5.3663268,57.7194563,21.3069382,16.8184689,5.5800597,17.5417347,22.1304995,7.7460923
"190",NA,"October",790.3540799,100.83498,263.8841956,416.7565493,344.3799884,40.5367969,102.259718,107.3099092,82.2984473,252.1007722,105.9187482,56.0506662,75.59737,152.186432,667.847977,87.9065239,85.1644658,43.3191807,43.5704161,45.2670895,48.9696937,49.9218672,38.9226634,97.1286323,41.4515146,10.7030528,4.185534,68.5787594,138.3413009,78.3575705,33.3163521,105.9249874,43.6083524,25.1433783,326.3654972,450.3475416,313.5342496,146.7482198,37.8570997,63.3167335,78.1475632,64.5763568,62.1983091,193.691541,133.7705516,93.4251767,189.2291328,19.9262925,10.4311708,61.8701775,54.9963829,8.8684472,20.4011389,42.1801204,10.3129965,34.3059167,75.3917048,41.0260344,246.5676743,48.0282649,157.5160485,80.3917654,64.2508937,91.5602968,30.9416512,36.6798535,24.0190435,16.6752428,40.772032,14.1711167,21.5840551,3.4969629,14.5621854,29.600661,4.3317121
"191",NA,"November",766.5270004,88.2344113,224.3327253,355.8252418,244.5975959,23.9821573,99.49251,92.4858594,57.6397268,135.4625627,118.7693299,8.510731,39.006029,197.6940624,588.847807,129.9881993,73.9058379,32.6183364,54.6521432,91.3763847,70.8546518,78.1207611,39.6653524,89.9568011,37.0904152,9.0476272,15.2935036,53.3904646,116.0112671,69.6288634,17.1987976,46.3295686,23.9374537,25.9891383,260.422873,423.6117518,237.0288344,77.8407693,37.8892437,25.1145857,38.6122587,58.64584,62.2674974,107.8129779,82.1724254,16.9850756,208.5913817,27.2839292,24.8755203,42.995266,42.0789205,4.2697806,16.4325564,32.624043,12.2281492,23.9934054,30.3288874,32.1935355,271.0745077,41.7759897,134.8216476,22.501786,45.3608358,76.1115741,27.4878132,49.0948248,44.7243706,12.5456258,28.1703626,15.8597848,8.1735111,2.3757616,4.7159457,4.4276714,7.5896244
"192",NA,"December",706.8280957,132.2051525,170.9622574,336.9321248,249.8026759,48.0893672,105.4102561,98.1760187,66.867642,69.0185427,77.3762922,11.6405334,46.7910706,186.8552582,533.5738601,123.6621902,88.4301914,26.2138635,59.9914222,141.3505273,65.5122674,42.4210951,23.0690294,79.2091949,39.5337755,11.8836638,21.5300435,80.8031994,196.3838698,54.6530078,21.9577347,51.023549,25.3027866,26.221114,272.6199704,508.8180853,188.3460548,69.2623309,56.1368699,46.0666223,12.2687759,16.3661494,91.4177553,56.42642,54.5231383,54.0643422,149.6405357,21.1574633,1.1437989,28.4997189,50.1785508,6.9256556,21.3380444,17.6856582,2.584241,26.2578268,47.3726456,23.0316801,248.8569007,44.3483397,140.7152314,12.2744363,22.9589885,67.6087107,17.2966497,27.6481866,17.5082978,4.3876456,12.4526323,5.4148565,8.4497593,2.9864738,0,5.1540004,2.5039954
"193",2014,"January",803.5677633,178.3322967,403.2745495,655.9112441,578.8362259,74.3031359,96.6190385,82.4825296,94.1259098,147.8818756,175.1726923,17.5875981,60.525577,165.99858,693.922935,224.0342238,183.7302505,21.7665957,97.1030551,127.2993545,164.2209866,106.1976747,50.5101312,142.8330098,75.4126034,42.4987517,15.2741989,70.0761538,289.2003816,79.2837816,40.3364257,47.7507459,41.3247285,8.9337871,435.4900657,540.3010086,354.3506003,111.6268135,48.4190554,78.7310984,45.6341844,36.5788713,90.9773453,148.516561,110.6546282,41.0060614,223.4866569,25.0404934,7.5725838,82.6664693,108.8694072,14.6531889,53.200824,47.8980418,7.4563951,46.5972427,37.1455085,78.3087268,393.6102098,123.0311057,449.5778888,68.7801045,102.7741894,162.0741525,82.8612523,81.7411412,75.3730094,38.4245064,16.8090534,1.7415992,6.2726122,0.204291,3.4320321,4.2144721,3.380144
"194",NA,"February",541.9287803,128.9291232,186.267846,289.7481417,217.0875904,17.423294,65.0207037,54.5903336,44.5499794,93.2945583,95.7553772,22.0294961,39.3061587,128.6062026,492.2564855,113.6555424,53.4885316,16.8958298,48.0537267,74.5516705,68.6944133,40.1632289,43.9230384,78.6784283,15.5320831,8.068821,17.8626539,28.7858641,129.6753699,42.4465214,14.338507,28.6362213,27.2084463,11.3208954,237.2585975,322.7054379,229.5511095,61.9723289,12.4449458,28.0874977,59.7489476,18.0453446,45.4214286,103.4950574,123.782044,43.0698879,130.7755804,3.861038,11.7079567,23.0119264,49.5050515,4.7560444,13.9871346,6.2497226,13.0325438,17.7562419,17.9998155,30.0014129,310.7576698,63.3999994,231.0751228,85.6709959,47.6341886,76.3292039,11.0588689,54.5846318,18.3378563,4.3727729,26.9545782,1.7636392,13.8316617,3.07163,0.1827787,11.4430038,0
"195",NA,"March",677.0853038,120.3244171,207.3330953,372.014687,245.6714086,46.581713,108.4819173,86.8398334,91.3388211,108.4298512,89.6204254,7.9592183,79.9377296,246.002737,670.4070316,165.1792282,116.7060405,15.7261665,65.0108084,155.2220208,91.9172615,52.1907674,58.7786619,100.3003361,59.4000304,20.450599,9.622424,59.5601015,204.2877563,73.434889,53.4554476,54.9393359,19.912187,35.9875338,323.0761467,469.822938,242.8509322,97.4287609,32.5547855,43.5416938,44.6261596,16.8175042,53.2060015,129.5314763,127.0673095,19.4280891,279.3252422,15.1607587,10.8901739,39.4408392,81.0264442,12.4330612,28.7840531,14.9129601,8.1792137,43.4378663,13.6772958,35.2400621,369.9224963,74.7325384,255.7084013,96.0356019,109.3172722,123.3868097,25.2576452,80.6797458,38.1065583,20.8690274,69.9248346,23.9739181,14.6650901,7.3096166,4.5780464,17.6726569,5.0317531
"196",NA,"April",612.3886229,113.2883366,244.6493564,480.211973,338.3122343,72.6558678,118.0842599,82.0333397,80.6948931,192.9921371,96.3718164,33.0143069,134.1118483,237.2170698,651.2478367,84.3418436,108.7727788,37.7078029,91.4676755,103.2882018,85.713105,96.5912131,46.1467618,147.5595875,68.9636432,22.4668639,15.521286,86.4823345,180.8569724,99.5608941,36.7994485,53.8163224,34.5736283,35.0469185,299.6302317,442.2008318,292.0204551,138.3973848,43.9983504,60.3932967,41.4528447,54.2332484,49.8500402,110.5026839,133.744702,37.4700764,224.6424704,6.2273585,26.8864011,39.7643009,64.4491462,5.1484929,21.7217094,41.8716671,10.9303036,43.8119434,48.6037711,48.0502929,380.0434748,72.1018267,278.183562,74.8433453,96.9695386,144.9207718,70.862823,81.0020925,48.7012238,26.4941128,68.0641673,27.4490559,28.7498951,2.4058455,34.5795022,27.7576458,6.1729545
"197",NA,"May",581.5445038,74.5714275,178.0927851,310.6834311,200.9334916,33.4401639,80.7683568,74.8749251,73.1323195,148.9898385,109.9510737,32.4152485,53.390861,173.3598948,678.0386548,54.8766502,58.9391067,17.8284545,32.3087309,71.6422434,38.9866354,54.6648975,28.8781074,86.0367053,47.6763874,7.1318681,25.4884965,55.9728555,114.1328568,78.0733697,15.0926435,34.2247895,37.7323531,21.7262434,251.1477,440.6544027,246.7070527,122.4081892,33.0758934,33.1809617,89.6519989,35.2111485,147.7124243,158.2927971,150.7932658,82.6734578,213.6787511,15.0891169,6.6548685,24.1528126,39.0994169,13.8110666,8.0234081,10.8467764,10.1380072,53.6518292,7.9735037,28.0184986,326.0847791,67.7295271,221.7974798,79.1940557,50.0486831,105.9874942,33.7417526,47.462167,63.291733,16.512384,65.0789983,37.8221374,25.5676203,4.1956321,17.6885573,22.5405987,2.2323338
"198",NA,"June",769.2936979,101.0117064,269.7760922,368.0283695,232.387335,45.6164395,45.9859977,91.5437434,70.9166142,162.5067462,94.6395929,35.6944077,77.0375796,176.8735362,731.3851207,116.7635458,90.7863626,33.4395277,35.577701,46.4343084,39.4072684,44.2459118,33.9948841,77.5376254,36.7365297,15.8015633,7.23928,55.8057166,148.6550673,60.7667394,21.6345626,37.417686,25.8185578,23.7086315,293.7296272,484.3954754,312.3103305,149.4946964,46.6999038,33.2075963,58.7673214,52.2347226,89.5900263,198.5717576,158.9482648,67.5630543,214.1467055,14.5708832,13.0584108,33.8185012,67.5543737,0.7068391,30.9245376,26.4509451,4.4397859,61.4210286,23.6525737,41.5268557,377.0818673,106.0746379,256.4031854,118.205068,67.4105525,126.0207249,23.6296314,63.112237,49.4433168,8.5010779,66.5144498,19.3373797,54.926401,2.0438695,33.465544,36.5630497,5.632601
"199",NA,"July",681.7550317,67.5154434,224.8550317,376.8824528,209.1722957,161.8044483,84.400123,84.8552168,77.3536303,169.5665095,79.9070612,49.7785635,72.2916239,220.5132239,623.9420676,71.9925989,58.9439827,29.9974238,24.3588571,52.3944538,23.8973991,52.9725214,42.6271041,143.2296503,45.4877599,4.5572107,9.5401714,53.7474384,87.5698689,59.8882098,17.859227,35.6519071,19.523717,10.3057597,265.4357202,442.3535459,266.1219396,133.5944096,51.0315829,55.7982352,81.1025744,41.557087,112.538125,206.6659668,156.2071902,56.0016697,210.4173342,22.2175439,10.4101858,30.3401027,40.7352062,4.7619987,24.7261641,19.1753421,11.1536533,64.7119009,39.1275817,21.6917348,296.44393,102.2871656,246.1519783,107.6563335,75.4027479,56.4919841,15.8621865,44.5428965,21.0595437,17.050287,90.2604432,40.7327921,21.2196306,12.8789469,25.3489206,28.2674558,12.4963799
"200",NA,"August",675.0080758,59.3129393,246.118053,296.4572454,176.2887896,125.6379386,91.5518468,71.0473158,80.9616805,187.3834928,121.1356712,50.6611257,76.7426054,203.7121201,693.1874685,76.3147486,78.675546,18.7178221,25.1776516,49.721363,31.8885019,64.7019763,50.3857664,187.3163166,15.2218576,14.1555112,6.9181379,63.5450924,99.5851978,54.9954459,24.2698713,66.6379122,10.8293602,12.794448,257.7456769,532.8859348,282.4412362,149.8658365,61.1636164,39.6815318,88.5506553,62.582696,132.7146565,162.6329231,149.0679908,81.2517822,182.1930817,12.4681572,6.9733556,16.7773303,21.2214976,6.270736,24.7762366,16.2955188,21.4737101,55.779504,26.8852536,26.0715966,302.146836,97.1648199,175.106685,85.1245193,58.1925137,53.7547095,9.9983376,37.3288137,51.5613507,2.0526166,98.9330451,21.6824752,47.1321435,21.0309356,15.7134566,24.616473,5.8599707
"201",NA,"September",661.3870338,92.5930517,222.3275054,356.1368224,185.5039505,44.2597217,67.7918,86.0526663,90.7112325,165.0838451,132.4950518,60.0557953,43.6882518,179.4147593,541.6217037,72.9677742,119.7313172,32.3369819,66.1764439,62.9553786,40.5832182,47.7709738,24.9909525,90.3822052,37.6628836,10.3456114,4.8933985,75.0326157,77.8801512,102.1190723,24.4639391,35.0196241,14.8899959,12.7947577,247.1624141,448.4687073,247.6951592,127.407682,56.0030892,67.8293013,74.1277712,46.4523007,93.8824065,166.2991746,167.1381321,68.3059318,142.5564529,17.8210897,5.7444127,31.2229338,23.475486,1.041387,28.3039413,23.1887865,11.7304623,51.2332769,47.4169246,28.6211789,343.4705141,127.5700086,146.0821915,111.3793221,134.7143066,72.3456466,16.6520129,23.3481715,18.4191595,4.1742834,73.7774161,61.5590409,29.5208669,10.0173126,17.7281727,35.2447088,6.7539482
"202",NA,"October",790.5892337,90.8839727,268.4662292,437.5285462,354.5629646,34.3057243,106.5675493,104.4034779,131.9284561,248.0983114,175.026102,33.4172775,64.6623171,216.6673475,702.9286675,92.8112205,75.1110953,27.0961498,41.7990297,64.8278678,71.91407,62.4937628,42.6545452,96.816156,44.7431812,19.1629617,10.2835026,91.3530975,171.0313389,59.5747121,14.9237256,65.542832,48.4805263,27.1525464,334.136792,518.3694663,232.8139253,149.7954454,66.2863631,47.2137313,80.7502257,39.5072803,95.1657086,188.6883678,144.2793872,48.0218036,265.9795285,25.6716202,14.8079564,47.6784477,60.4721342,10.0886772,30.9189006,34.0382395,20.4307166,79.0710554,52.7766022,27.7964513,377.3186929,109.8245241,181.0865303,117.6680497,111.2769524,94.2170829,26.7596107,53.9045022,44.0861226,13.4176638,73.2615746,13.1650847,23.5397845,6.0144718,30.5056176,37.1976437,2.4102149
"203",NA,"November",782.8441513,110.3441185,280.405898,363.8557454,254.2843131,34.0302135,94.405068,73.9771362,75.7504403,174.5933969,111.131548,55.8689412,87.8431977,189.1418183,806.8691828,104.1537771,113.0237997,14.9660095,43.2874501,75.3231876,76.640337,54.2809839,50.6875533,95.986982,41.5254739,35.1414747,47.682421,94.179847,113.0233848,105.7218303,25.5448341,42.9148634,26.8313035,24.5815652,288.3719059,445.0671163,294.9530969,98.7029878,33.3440819,50.8933399,50.0004368,39.6856177,101.9132181,97.2067247,180.4446739,67.8305582,233.5553915,21.8601479,1.734363,34.5906123,61.0682766,14.2418414,37.2822204,28.5278916,21.19292,55.5456088,22.8487208,51.7540838,306.1006119,77.9550284,230.0538025,111.3548326,111.7634088,113.5555953,33.0135457,64.1866135,39.0799522,8.27779,52.6065641,14.8197235,21.2926639,6.057293,1.0439729,15.9727746,6.3434783
"204",NA,"December",666.7447205,110.9911255,243.9879089,383.3214899,257.5199999,31.7561062,73.0236601,79.0627445,56.8742441,122.0328222,60.056633,23.1887329,49.7253964,119.7527543,516.7544909,74.1241467,105.2672673,35.6889524,39.356292,75.5015138,56.3097447,44.2364819,32.3134157,100.2301578,39.9147087,25.3877284,25.642712,64.3301498,155.4284403,78.437185,22.7743677,48.4774365,34.6268028,31.8024525,285.1199315,485.2754259,244.862776,99.8536342,55.3485249,56.2152822,60.4504001,27.2516796,55.5127608,90.8060144,143.2978682,62.5936827,161.765704,15.65668,7.4380997,52.5639312,51.8632381,7.3893763,14.6820017,41.8184589,6.985401,16.1203612,28.5974123,36.9529734,293.9926526,75.2579494,244.597331,70.6416126,121.1251705,95.0598847,22.2940416,77.2167868,22.8249073,12.3185152,30.8204446,1.1815611,13.7011418,2.7010522,0.8512599,23.1588886,3.4231054
"205",2015,"January",741.5215868,205.6038528,279.8511774,560.3889203,513.7024317,58.5084862,126.0251038,121.5613898,112.2593298,156.9500427,151.3601585,16.7018788,59.9304532,218.4814137,674.322733,237.5205377,167.4545001,33.973251,72.4293247,115.3546296,142.3137534,96.8195869,50.8350421,132.7404566,47.8536063,18.4068617,18.6449857,89.0053895,341.1994531,86.0584194,25.5921148,56.3077216,43.5465959,28.8139478,363.1123762,553.4146708,378.8200884,63.259495,44.1862854,69.7157787,49.9955744,31.8590414,115.6064334,157.4253712,134.3146152,60.797942,231.1173232,14.7916287,13.878796,115.857788,151.5905703,8.6580258,47.467823,68.7318716,3.487976,34.7990185,37.3994132,82.7782519,418.4730735,112.3674229,383.7537014,52.6578589,117.8400166,193.8680538,95.2316198,88.449054,81.0569383,39.1687425,35.0688558,2.6852139,7.1287357,7.4973686,11.2900163,4.2875426,0.207077
"206",NA,"February",546.3190654,101.2108454,213.4220155,357.5365684,271.9939346,32.6537904,65.6637392,70.2220317,59.4084288,94.8263756,71.6033794,21.2376871,35.0420689,143.9599674,585.7593192,104.1137863,98.9369136,26.0072117,32.17554,72.6321966,66.3472505,35.3061869,24.9225901,96.7512295,30.7114588,7.252832,9.5184703,61.6752607,160.1707292,56.3734867,24.4303329,41.0825815,16.8483143,28.1894779,266.6839359,328.1991589,217.8165496,63.5076749,47.8383565,21.22603,53.3931151,17.8076307,39.9303121,55.4341998,95.1274121,61.5918579,153.6041255,9.9846504,15.812266,49.0729672,50.1704621,6.1130131,18.9758843,8.6328364,7.5338624,44.6329271,28.6431923,31.6412366,307.6684455,50.436378,147.1959793,73.2705732,63.8498211,105.2956633,16.5315625,73.9464388,41.8349896,22.1600674,30.3128173,5.1634222,11.4100239,5.2410036,4.0237288,8.2929599,2.5333295
"207",NA,"March",823.5811496,114.7974596,350.7290771,395.3929286,328.4592521,66.6422162,88.8688385,78.4688918,96.4491006,130.6606719,111.749333,30.4218987,60.112338,208.860808,815.125677,102.1241965,105.0397877,20.3320168,82.0548341,111.8759994,58.1818816,67.2937534,50.6556323,93.3601573,66.4782647,22.4283453,8.7058498,94.9095475,175.0576312,83.8174777,38.3203132,31.8668746,26.5782542,34.0520824,304.6440898,499.9270532,279.6658997,103.7977511,31.0717595,41.710357,52.8506973,27.8431294,47.6595743,76.9988685,161.1619318,40.8464355,264.7772817,26.1656417,4.8430982,47.0672024,54.2619763,7.1110929,13.9774239,25.9316925,9.28065,36.2248481,28.7600778,30.5559921,402.7129897,70.1514116,260.7263138,72.6853214,141.7743423,142.6539191,26.2576352,75.5209151,43.8734827,14.1151893,34.383369,20.7313849,7.3461934,1.0534806,6.5349308,16.9026574,0.6002389
"208",NA,"April",765.4056647,78.8180102,294.2296322,524.1556888,299.8488918,39.3301272,68.625438,90.3067846,79.3244797,199.0633435,125.9869424,39.9566137,92.0581931,196.7289326,666.8973847,108.2867439,97.0827587,30.7663649,81.3590467,89.4865684,91.8060157,63.3051118,59.2504562,144.4693563,19.8395585,32.5004027,17.00905,74.3378304,168.4291343,117.5225934,35.2328857,27.5157484,36.818997,19.9166044,269.0465438,494.9563613,276.1345931,131.2468748,43.7886211,68.6617561,83.4748445,23.5402572,68.4684516,168.1495721,170.7211111,52.6349582,222.9270729,13.7832784,24.9171469,22.5012087,62.7925418,14.7611565,33.5366629,29.4836295,3.9309175,45.0990332,34.1793354,38.9187507,251.1386615,131.318823,366.1374755,143.9162265,88.4801039,92.3072595,47.4953789,45.859307,21.932015,3.2949944,38.021331,31.454759,3.4044206,5.9652664,24.396745,16.0830735,0.7421807
"209",NA,"May",813.6137445,69.0395661,231.2393658,397.8015225,237.2137963,32.825794,98.7819833,78.8920603,112.5172319,146.4562579,116.8935563,40.8293313,117.4144753,166.2359323,758.3026966,81.4845862,67.7054859,29.838697,54.6697307,113.3902657,61.8398467,33.9955486,44.2604447,93.9649984,69.8810429,18.9041202,16.009005,57.182281,102.7045742,84.4976927,23.7667638,44.9512615,19.2052468,31.465949,269.6752168,499.2917831,260.827977,138.0368553,89.484593,41.3560497,90.104218,37.4674405,129.8633385,151.0747896,254.1930012,39.7013921,211.6822487,17.8379964,9.3051959,62.9897653,46.9883218,3.9322151,32.9538788,28.5721265,17.4376112,42.6792048,66.6062074,45.6987235,260.2333373,102.0698692,184.6797188,106.8947452,64.1588029,79.7535882,10.401005,80.8128868,33.6005501,6.4119888,49.3904364,26.5435511,11.9237496,1.8112189,7.8580293,9.714031,3.3713677
